Pueblo,Cod_CCAA,Población,Hombres,Mujeres,Españoles,Extranjeros,Area,Longuitud,menores,edad_laboral,jubilados,porcentaje_hombres,porcentaje_mujeres,porcenjate_españoles,poetentaje_extranjeros
Silleda,12,8669.0,4215.0,4454.0,8267.0,402.0,311096791.741699,105637.306255808,965.0,5054.0,1903.0,48.62152497404545,51.37847502595455,95.36278694197716,4.63721305802284
Soutomaior,12,7242.0,3580.0,3662.0,7001.0,241.0,45759083.0400391,35872.0893678443,1114.0,4437.0,1103.0,49.43385805026236,50.56614194973764,96.67219000276167,3.3278099972383317
Tomiño,12,13585.0,6836.0,6749.0,13131.0,454.0,193210957.785645,69838.9367237381,1856.0,8315.0,2448.0,50.3202061096798,49.679793890320205,96.65807876334192,3.341921236658079
Tui,12,16860.0,8123.0,8737.0,16031.0,829.0,124048402.640137,64153.6471604668,2471.0,10210.0,2953.0,48.1791221826809,51.8208778173191,95.08303677342823,4.9169632265717675
Valga,12,5986.0,2933.0,3053.0,5944.0,42.0,75263394.9199219,43572.1647242101,783.0,3692.0,1090.0,48.99766120948881,51.00233879051119,99.29836284664216,0.7016371533578349
Vigo,12,292986.0,138867.0,154119.0,280714.0,12272.0,190951058.492676,111045.648351086,39197.0,178899.0,53498.0,47.39714525608732,52.60285474391267,95.8114039578683,4.188596042131706
Vilaboa,12,6023.0,2933.0,3090.0,5869.0,154.0,67572128.0966797,48053.059402773,793.0,3531.0,1165.0,48.69666279262826,51.30333720737175,97.4431346505064,2.556865349493608
Vila de Cruces,12,5389.0,2641.0,2748.0,5307.0,82.0,287985702.910156,135810.215094658,450.0,3006.0,1394.0,49.007236964186305,50.992763035813695,98.47838188903322,1.5216181109667841
Vilagarcía de Arousa,12,37479.0,17955.0,19524.0,36158.0,1321.0,81411802.3764648,68497.1114757938,5298.0,23184.0,6347.0,47.9068278235812,52.09317217641879,96.47535953467276,3.5246404653272503
Vilanova de Arousa,12,10361.0,5077.0,5284.0,10176.0,185.0,61948914.6279297,75198.5807301022,1393.0,6156.0,2086.0,49.00106167358363,50.998938326416365,98.21445806389345,1.7855419361065532
"Illa de Arousa, A",12,4968.0,2461.0,2507.0,4930.0,38.0,12322486.0839844,48050.9565222926,733.0,3067.0,878.0,49.53703703703704,50.46296296296296,99.23510466988728,0.7648953301127215
Cerdedo-Cotobade,12,6107.0,2913.0,3194.0,5996.0,111.0,394895563.038086,122756.07606227,557.0,3359.0,1611.0,47.699361388570495,52.300638611429505,98.1824136237105,1.817586376289504
Abusejo,7,203.0,107.0,96.0,199.0,4.0,40242930.8518066,29825.0569361034,7.0,104.0,66.0,52.70935960591133,47.29064039408867,98.0295566502463,1.9704433497536946
Agallas,7,153.0,76.0,77.0,153.0,0.0,76869478.8769531,59815.5192840234,8.0,71.0,57.0,49.673202614379086,50.326797385620914,100.0,0.0
Ahigal de los Aceiteros,7,126.0,67.0,59.0,124.0,2.0,48895069.0495605,35416.7562416935,6.0,62.0,36.0,53.17460317460318,46.82539682539682,98.4126984126984,1.5873015873015872
Ahigal de Villarino,7,35.0,19.0,16.0,30.0,5.0,42568697.8969727,26478.9318726973,4.0,19.0,10.0,54.285714285714285,45.714285714285715,85.71428571428571,14.285714285714285
"Alameda de Gardón, La",7,79.0,41.0,38.0,79.0,0.0,56104178.5358887,34386.3878510978,4.0,29.0,34.0,51.89873417721519,48.10126582278481,100.0,0.0
"Alamedilla, La",7,140.0,71.0,69.0,130.0,10.0,33435488.963623,27561.3785641422,4.0,71.0,51.0,50.71428571428571,49.28571428571429,92.85714285714286,7.142857142857142
Alaraz,7,481.0,249.0,232.0,479.0,2.0,85712779.6867676,48799.4117572041,50.0,231.0,153.0,51.767151767151766,48.232848232848234,99.58419958419958,0.4158004158004158
Alba de Tormes,7,5198.0,2600.0,2598.0,5062.0,136.0,81311271.8566895,60737.6194646597,749.0,3214.0,818.0,50.01923816852636,49.98076183147364,97.38360908041554,2.6163909195844557
Alba de Yeltes,7,225.0,122.0,103.0,220.0,5.0,38901382.0883789,32692.3412616946,12.0,108.0,75.0,54.22222222222223,45.77777777777778,97.77777777777777,2.2222222222222223
"Alberca, La",7,1128.0,555.0,573.0,1082.0,46.0,105072661.781006,45984.2490214286,157.0,663.0,194.0,49.202127659574465,50.797872340425535,95.92198581560284,4.078014184397164
"Alberguería de Argañán, La",7,123.0,62.0,61.0,119.0,4.0,51921170.8691406,31543.1031662199,9.0,68.0,35.0,50.40650406504065,49.59349593495935,96.7479674796748,3.2520325203252036
Alconada,7,160.0,85.0,75.0,160.0,0.0,37252560.2001953,34226.9510562833,15.0,80.0,56.0,53.125,46.875,100.0,0.0
Aldeacipreste,7,119.0,64.0,55.0,119.0,0.0,64122639.737793,37626.795475352,8.0,64.0,36.0,53.78151260504202,46.21848739495798,100.0,0.0
Aldeadávila de la Ribera,7,1258.0,637.0,621.0,1244.0,14.0,81690517.5065918,43489.2617674014,84.0,659.0,380.0,50.63593004769476,49.36406995230524,98.88712241653418,1.1128775834658187
Aldea del Obispo,7,281.0,149.0,132.0,221.0,60.0,73029574.3005371,45719.2978050175,22.0,131.0,92.0,53.02491103202846,46.97508896797153,78.64768683274022,21.352313167259787
Aldealengua,7,677.0,339.0,338.0,667.0,10.0,9622190.49267578,15598.9572476646,88.0,450.0,95.0,50.073855243722306,49.926144756277694,98.52289512555392,1.4771048744460855
Aldeanueva de Figueroa,7,263.0,139.0,124.0,246.0,17.0,98274129.6086426,52149.1278647564,15.0,148.0,76.0,52.851711026615966,47.14828897338403,93.5361216730038,6.4638783269961975
Aldeanueva de la Sierra,7,107.0,59.0,48.0,107.0,0.0,25196255.1911621,22087.6736673305,4.0,63.0,27.0,55.140186915887845,44.85981308411215,100.0,0.0
Aldearrodrigo,7,148.0,77.0,71.0,148.0,0.0,14839358.4726563,19704.0617564707,3.0,81.0,45.0,52.02702702702703,47.97297297297297,100.0,0.0
Aldearrubia,7,481.0,259.0,222.0,475.0,6.0,57728873.5932617,43245.759174409,43.0,304.0,92.0,53.84615384615385,46.15384615384615,98.75259875259876,1.2474012474012475
Aldeaseca de Alba,7,77.0,35.0,42.0,77.0,0.0,30723049.559082,40264.3670530942,2.0,35.0,29.0,45.45454545454545,54.54545454545454,100.0,0.0
Aldeaseca de la Frontera,7,280.0,142.0,138.0,276.0,4.0,42622904.1184082,27311.4352080973,18.0,167.0,67.0,50.71428571428571,49.28571428571429,98.57142857142858,1.4285714285714286
Aldeatejada,7,1878.0,945.0,933.0,1854.0,24.0,55160268.9555664,57733.6605037072,318.0,1273.0,138.0,50.319488817891376,49.680511182108624,98.7220447284345,1.2779552715654952
Aldeavieja de Tormes,7,103.0,55.0,48.0,101.0,2.0,22297946.9765625,19408.5400402701,9.0,58.0,23.0,53.398058252427184,46.601941747572816,98.05825242718447,1.9417475728155338
Aldehuela de la Bóveda,7,289.0,153.0,136.0,289.0,0.0,123568270.927979,68948.3750524789,35.0,166.0,73.0,52.94117647058824,47.05882352941176,100.0,0.0
Aldehuela de Yeltes,7,198.0,107.0,91.0,191.0,7.0,105169722.634277,56806.9549104169,11.0,93.0,74.0,54.04040404040404,45.95959595959596,96.46464646464646,3.535353535353535
Almenara de Tormes,7,254.0,145.0,109.0,246.0,8.0,33975683.0180664,32518.3975893755,25.0,171.0,46.0,57.08661417322835,42.91338582677165,96.8503937007874,3.149606299212598
Almendra,7,164.0,96.0,68.0,159.0,5.0,69155107.2185059,34848.1050122154,12.0,71.0,59.0,58.536585365853654,41.46341463414634,96.95121951219512,3.048780487804878
Anaya de Alba,7,211.0,121.0,90.0,210.0,1.0,64552197.052002,51884.2571399366,6.0,111.0,69.0,57.345971563981045,42.65402843601896,99.52606635071089,0.47393364928909953
Añover de Tormes,7,94.0,50.0,44.0,94.0,0.0,35705840.1948242,33999.7605192029,10.0,51.0,25.0,53.191489361702125,46.808510638297875,100.0,0.0
Arabayona de Mógica,7,380.0,211.0,169.0,380.0,0.0,40927683.5168457,31036.3126878492,24.0,209.0,103.0,55.52631578947368,44.473684210526315,100.0,0.0
Arapiles,7,653.0,350.0,303.0,640.0,13.0,44221135.9804688,50914.2758692528,60.0,432.0,109.0,53.59877488514548,46.40122511485452,98.00918836140889,1.9908116385911179
Arcediano,7,103.0,55.0,48.0,98.0,5.0,20241877.7351074,23178.7927712756,8.0,67.0,19.0,53.398058252427184,46.601941747572816,95.14563106796116,4.854368932038835
"Arco, El",7,87.0,43.0,44.0,86.0,1.0,12511019.4853516,15975.0823312562,5.0,51.0,24.0,49.42528735632184,50.57471264367817,98.85057471264368,1.1494252873563218
Armenteros,7,209.0,117.0,92.0,191.0,18.0,67617151.2553711,40341.9968030456,21.0,118.0,56.0,55.980861244019145,44.01913875598086,91.38755980861244,8.61244019138756
San Miguel del Robledo,7,60.0,32.0,28.0,58.0,2.0,18002117.9848633,21062.185048128,0.0,28.0,29.0,53.333333333333336,46.666666666666664,96.66666666666667,3.3333333333333335
"Atalaya, La",7,117.0,64.0,53.0,117.0,0.0,41777515.845459,31537.2608167856,2.0,63.0,35.0,54.700854700854705,45.2991452991453,100.0,0.0
Babilafuente,7,919.0,473.0,446.0,894.0,25.0,39700286.3095703,32473.1573517338,98.0,558.0,169.0,51.4689880304679,48.5310119695321,97.27965179542981,2.720348204570185
Bañobárez,7,302.0,157.0,145.0,299.0,3.0,88248635.5275879,92099.6778527396,21.0,147.0,88.0,51.98675496688742,48.01324503311258,99.00662251655629,0.9933774834437087
Barbadillo,7,414.0,215.0,199.0,413.0,1.0,63258151.1352539,85169.8936012191,28.0,278.0,88.0,51.93236714975845,48.06763285024155,99.7584541062802,0.24154589371980675
Barbalos,7,77.0,41.0,36.0,77.0,0.0,65342853.6398926,49682.6085386418,3.0,42.0,23.0,53.246753246753244,46.75324675324675,100.0,0.0
Barceo,7,49.0,30.0,19.0,49.0,0.0,37200565.9812012,25195.1173759537,7.0,20.0,18.0,61.224489795918366,38.775510204081634,100.0,0.0
Barruecopardo,7,461.0,252.0,209.0,458.0,3.0,66645704.9025879,35297.894197798,28.0,254.0,143.0,54.66377440347071,45.33622559652928,99.34924078091106,0.6507592190889371
"Bastida, La",7,27.0,16.0,11.0,27.0,0.0,32161941.1062012,33695.6701838762,0.0,11.0,11.0,59.25925925925925,40.74074074074074,100.0,0.0
Béjar,7,13221.0,6233.0,6988.0,12780.0,441.0,78922803.2878418,59142.6490233139,1559.0,7456.0,2881.0,47.14469404734892,52.855305952651086,96.6643975493533,3.3356024506466984
Beleña,7,229.0,121.0,108.0,211.0,18.0,46430084.8522949,41892.8354348643,11.0,63.0,87.0,52.838427947598255,47.161572052401745,92.13973799126637,7.860262008733625
Bermellar,7,136.0,66.0,70.0,134.0,2.0,50002812.1396484,31340.516198695,5.0,64.0,49.0,48.529411764705884,51.470588235294116,98.52941176470588,1.4705882352941175
Berrocal de Huebra,7,69.0,38.0,31.0,69.0,0.0,67410849.0874023,41846.6065204424,1.0,35.0,24.0,55.072463768115945,44.927536231884055,100.0,0.0
Berrocal de Salvatierra,7,85.0,46.0,39.0,84.0,1.0,53109634.0009766,36959.1909738588,3.0,48.0,21.0,54.11764705882353,45.88235294117647,98.82352941176471,1.1764705882352942
Boada,7,292.0,148.0,144.0,292.0,0.0,52793264.1142578,41936.8451459762,21.0,163.0,74.0,50.68493150684932,49.31506849315068,100.0,0.0
"Bodón, El",7,285.0,154.0,131.0,278.0,7.0,105141968.53833,56900.6912419057,24.0,153.0,71.0,54.03508771929825,45.96491228070175,97.54385964912281,2.456140350877193
Bogajo,7,141.0,75.0,66.0,132.0,9.0,57663955.3813477,34373.5097809843,15.0,79.0,32.0,53.191489361702125,46.808510638297875,93.61702127659575,6.382978723404255
"Bouza, La",7,52.0,24.0,28.0,48.0,4.0,25469654.6699219,27530.7434655818,6.0,24.0,14.0,46.15384615384615,53.84615384615385,92.3076923076923,7.6923076923076925
Bóveda del Río Almar,7,237.0,130.0,107.0,236.0,1.0,40275940.907959,33689.6803790214,25.0,125.0,62.0,54.85232067510548,45.14767932489451,99.57805907172997,0.42194092827004215
Brincones,7,58.0,30.0,28.0,58.0,0.0,26270387.0864258,22155.0234521192,1.0,27.0,27.0,51.724137931034484,48.275862068965516,100.0,0.0
Buenamadre,7,133.0,71.0,62.0,133.0,0.0,103664754.435791,72845.466937532,13.0,67.0,38.0,53.383458646616546,46.616541353383454,100.0,0.0
Buenavista,7,326.0,174.0,152.0,302.0,24.0,47223781.6650391,40035.085457909,35.0,230.0,39.0,53.37423312883436,46.62576687116564,92.63803680981594,7.361963190184049
"Cabaco, El",7,245.0,124.0,121.0,231.0,14.0,82144667.5180664,58354.1439479268,16.0,141.0,68.0,50.61224489795918,49.38775510204081,94.28571428571428,5.714285714285714
Cabezabellosa de la Calzada,7,83.0,47.0,36.0,83.0,0.0,14938529.0090332,18015.9706527925,2.0,43.0,31.0,56.62650602409639,43.373493975903614,100.0,0.0
"Cabeza de Béjar, La",7,72.0,42.0,30.0,72.0,0.0,24082901.3481445,21008.2666877439,2.0,35.0,19.0,58.333333333333336,41.66666666666667,100.0,0.0
Cabeza del Caballo,7,316.0,169.0,147.0,314.0,2.0,79372544.8461914,43981.1805042649,20.0,137.0,111.0,53.48101265822785,46.51898734177215,99.36708860759494,0.6329113924050633
Cabrerizos,7,4196.0,2100.0,2096.0,4105.0,91.0,20447136.6193848,30360.980709768,907.0,2656.0,420.0,50.047664442326024,49.952335557673976,97.83126787416587,2.168732125834128
Cabrillas,7,395.0,202.0,193.0,382.0,13.0,43338826.5180664,31284.2557165821,25.0,189.0,143.0,51.13924050632911,48.860759493670884,96.70886075949367,3.2911392405063293
Calvarrasa de Abajo,7,1152.0,608.0,544.0,1122.0,30.0,49416083.2060547,42298.2540951626,146.0,731.0,194.0,52.77777777777778,47.22222222222222,97.39583333333334,2.604166666666667
Calvarrasa de Arriba,7,603.0,322.0,281.0,588.0,15.0,45087115.8544922,40115.5907992741,58.0,389.0,96.0,53.39966832504146,46.60033167495854,97.51243781094527,2.4875621890547266
"Calzada de Béjar, La",7,87.0,48.0,39.0,87.0,0.0,16343896.8391113,19791.6198785505,6.0,40.0,28.0,55.172413793103445,44.827586206896555,100.0,0.0
Calzada de Don Diego,7,170.0,90.0,80.0,166.0,4.0,77209548.2744141,53705.3635519893,10.0,96.0,48.0,52.94117647058824,47.05882352941176,97.6470588235294,2.3529411764705883
Calzada de Valdunciel,7,666.0,336.0,330.0,652.0,14.0,35289630.5126953,32473.1507265673,64.0,426.0,123.0,50.45045045045045,49.549549549549546,97.8978978978979,2.1021021021021022
Campillo de Azaba,7,162.0,93.0,69.0,152.0,10.0,45092723.5683594,34722.7238301433,5.0,88.0,49.0,57.407407407407405,42.592592592592595,93.82716049382715,6.172839506172839
"Campo de Peñaranda, El",7,271.0,156.0,115.0,270.0,1.0,79416651.3759766,53825.3904190547,11.0,149.0,86.0,57.564575645756456,42.435424354243544,99.63099630996311,0.36900369003690037
Candelario,7,934.0,469.0,465.0,927.0,7.0,103662463.957275,47509.6118945084,80.0,508.0,262.0,50.21413276231264,49.78586723768736,99.25053533190578,0.7494646680942184
Canillas de Abajo,7,78.0,55.0,23.0,78.0,0.0,67974683.3078613,49080.128966319,1.0,49.0,22.0,70.51282051282051,29.48717948717949,100.0,0.0
Cantagallo,7,261.0,144.0,117.0,258.0,3.0,12955548.1662598,16289.6569685977,33.0,150.0,58.0,55.172413793103445,44.827586206896555,98.85057471264368,1.1494252873563218
Cantalapiedra,7,1003.0,522.0,481.0,999.0,4.0,125510047.650146,64680.7567022187,72.0,549.0,284.0,52.043868394815554,47.956131605184446,99.6011964107677,0.3988035892323031
Cantalpino,7,895.0,489.0,406.0,872.0,23.0,138235359.864014,71551.692920484,94.0,466.0,252.0,54.63687150837989,45.36312849162012,97.43016759776536,2.569832402234637
Cantaracillo,7,194.0,104.0,90.0,192.0,2.0,64967053.5231934,39997.5793409874,20.0,114.0,52.0,53.608247422680414,46.391752577319586,98.96907216494846,1.0309278350515463
Carbajosa de la Sagrada,7,6848.0,3423.0,3425.0,6669.0,179.0,23897685.8820801,33125.2031280559,1648.0,4349.0,379.0,49.98539719626168,50.01460280373832,97.38609813084112,2.6139018691588785
Carpio de Azaba,7,105.0,59.0,46.0,104.0,1.0,122370764.053955,74181.0396112648,4.0,70.0,24.0,56.19047619047619,43.80952380952381,99.04761904761905,0.9523809523809524
Carrascal de Barregas,7,1151.0,609.0,542.0,1127.0,24.0,134378743.244385,133511.603358378,199.0,782.0,88.0,52.910512597741096,47.089487402258904,97.91485664639444,2.0851433536055604
Carrascal del Obispo,7,223.0,118.0,105.0,219.0,4.0,71497607.7077637,58593.3650349859,16.0,124.0,62.0,52.91479820627802,47.08520179372198,98.20627802690582,1.7937219730941705
Casafranca,7,70.0,39.0,31.0,68.0,2.0,51423531.8898926,32535.5220992085,2.0,35.0,27.0,55.714285714285715,44.285714285714285,97.14285714285714,2.857142857142857
"Casas del Conde, Las",7,56.0,28.0,28.0,56.0,0.0,2185666.1171875,6640.79686262172,3.0,21.0,22.0,50.0,50.0,100.0,0.0
Casillas de Flores,7,187.0,95.0,92.0,177.0,10.0,73470995.8586426,43197.3305652266,13.0,80.0,67.0,50.80213903743316,49.19786096256685,94.6524064171123,5.347593582887701
Castellanos de Moriscos,7,2557.0,1309.0,1248.0,2448.0,109.0,24339985.7856445,26613.2119606605,396.0,1751.0,122.0,51.19280406726633,48.80719593273367,95.73719202190067,4.262807978099335
Castillejo de Martín Viejo,7,226.0,129.0,97.0,226.0,0.0,271505205.861816,105338.990789515,10.0,117.0,70.0,57.07964601769911,42.92035398230089,100.0,0.0
Castraz,7,40.0,24.0,16.0,40.0,0.0,52922347.4106445,34345.0457214597,0.0,20.0,14.0,60.0,40.0,100.0,0.0
Cepeda,7,346.0,174.0,172.0,344.0,2.0,18562778.0871582,22813.3452167025,16.0,184.0,117.0,50.28901734104046,49.71098265895954,99.42196531791907,0.5780346820809248
Cereceda de la Sierra,7,66.0,36.0,30.0,65.0,1.0,26856072.2573242,23012.5118116134,2.0,34.0,17.0,54.54545454545454,45.45454545454545,98.48484848484848,1.5151515151515151
Cerezal de Peñahorcada,7,74.0,41.0,33.0,74.0,0.0,31624780.8549805,22679.6719090202,1.0,16.0,37.0,55.4054054054054,44.5945945945946,100.0,0.0
Cerralbo,7,160.0,88.0,72.0,158.0,2.0,90542443.8828125,44035.5353731085,7.0,59.0,73.0,55.00000000000001,45.0,98.75,1.25
"Cerro, El",7,430.0,212.0,218.0,425.0,5.0,44523110.7124023,28717.592177435,30.0,206.0,118.0,49.30232558139535,50.697674418604656,98.83720930232558,1.1627906976744187
Cespedosa de Tormes,7,508.0,270.0,238.0,502.0,6.0,80248354.2734375,42718.7310695008,58.0,248.0,131.0,53.14960629921261,46.8503937007874,98.81889763779527,1.1811023622047243
Cilleros de la Bastida,7,28.0,13.0,15.0,28.0,0.0,29426479.7722168,35382.3631480104,1.0,16.0,5.0,46.42857142857143,53.57142857142857,100.0,0.0
Cipérez,7,284.0,144.0,140.0,280.0,4.0,183733041.354004,65425.7540330986,19.0,148.0,88.0,50.70422535211267,49.29577464788733,98.59154929577466,1.4084507042253522
Ciudad Rodrigo,7,12668.0,6115.0,6553.0,12299.0,369.0,416939424.375488,126891.341284651,1588.0,7195.0,2735.0,48.27123460688348,51.72876539311652,97.08714872118725,2.9128512788127567
Coca de Alba,7,97.0,46.0,51.0,97.0,0.0,18327981.9208984,27636.8944735385,1.0,48.0,42.0,47.42268041237113,52.57731958762887,100.0,0.0
Colmenar de Montemayor,7,187.0,107.0,80.0,185.0,2.0,69031910.5119629,39182.5631502636,12.0,103.0,60.0,57.21925133689839,42.780748663101605,98.93048128342245,1.06951871657754
Cordovilla,7,134.0,72.0,62.0,133.0,1.0,27778655.4921875,25568.8851199973,12.0,69.0,38.0,53.73134328358209,46.26865671641791,99.25373134328358,0.7462686567164178
Cristóbal,7,168.0,96.0,72.0,168.0,0.0,38200801.3242188,26819.8274507191,12.0,82.0,53.0,57.14285714285714,42.857142857142854,100.0,0.0
"Cubo de Don Sancho, El",7,449.0,244.0,205.0,449.0,0.0,159630108.124756,70119.1255168372,33.0,256.0,118.0,54.342984409799556,45.657015590200444,100.0,0.0
Chagarcía Medianero,7,81.0,42.0,39.0,79.0,2.0,25593481.3193359,32195.7562806558,2.0,39.0,32.0,51.85185185185185,48.148148148148145,97.53086419753086,2.4691358024691357
Dios le Guarde,7,132.0,69.0,63.0,130.0,2.0,28399852.060791,21487.5792700235,12.0,61.0,42.0,52.27272727272727,47.72727272727273,98.48484848484848,1.5151515151515151
Doñinos de Ledesma,7,69.0,36.0,33.0,69.0,0.0,81178814.4604492,63102.6312371636,5.0,41.0,16.0,52.17391304347826,47.82608695652174,100.0,0.0
Doñinos de Salamanca,7,2014.0,1048.0,966.0,1982.0,32.0,24684254.4274902,38825.0582384613,364.0,1291.0,158.0,52.03574975173784,47.96425024826216,98.41112214498511,1.5888778550148956
Ejeme,7,130.0,74.0,56.0,128.0,2.0,30471248.9506836,32427.8742534989,4.0,77.0,39.0,56.92307692307692,43.07692307692308,98.46153846153847,1.5384615384615385
"Encina, La",7,108.0,65.0,43.0,108.0,0.0,53301446.7338867,57037.6087478114,7.0,47.0,43.0,60.18518518518518,39.81481481481482,100.0,0.0
Encina de San Silvestre,7,109.0,54.0,55.0,108.0,1.0,41768406.7470703,38780.3534828472,10.0,72.0,21.0,49.54128440366973,50.45871559633027,99.08256880733946,0.9174311926605505
Encinas de Abajo,7,651.0,341.0,310.0,649.0,2.0,36574101.154541,28429.8954762574,69.0,406.0,112.0,52.38095238095239,47.61904761904761,99.69278033794163,0.30721966205837176
Encinas de Arriba,7,241.0,121.0,120.0,241.0,0.0,15330913.0893555,18687.5230510891,38.0,142.0,43.0,50.20746887966805,49.79253112033195,100.0,0.0
Encinasola de los Comendadores,7,174.0,96.0,78.0,174.0,0.0,59334594.0859375,33199.5623778759,6.0,75.0,69.0,55.172413793103445,44.827586206896555,100.0,0.0
Endrinal,7,232.0,127.0,105.0,230.0,2.0,58240134.152832,53099.3881054359,16.0,127.0,58.0,54.741379310344826,45.258620689655174,99.13793103448276,0.8620689655172413
